Cycle,Year,Medical School Name,Short Name,Cost Type,Ownership Type,Residence Status,Health Insurance Required ,Health Insurance Waived,Reported Cost
2005-06,2005,University of Cincinnati College of Medicine,Cincinnati,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,42159.0
2005-06,2005,University of Cincinnati College of Medicine,Cincinnati,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,24735.0
2005-06,2005,University of Colorado School of Medicine,Colorado,Fees,Public,Nonresident,Yes,Yes,1350.0
2005-06,2005,University of Colorado School of Medicine,Colorado,Fees,Public,Resident,Yes,Yes,1350.0
2005-06,2005,University of Colorado School of Medicine,Colorado,Health Insurance,Public,Nonresident,Yes,Yes,2098.0
2005-06,2005,University of Colorado School of Medicine,Colorado,Health Insurance,Public,Resident,Yes,Yes,2098.0
2005-06,2005,University of Colorado School of Medicine,Colorado,Tuition,Public,Nonresident,Yes,Yes,72291.0
2005-06,2005,University of Colorado School of Medicine,Colorado,Tuition,Public,Resident,Yes,Yes,20718.0
2005-06,2005,University of Colorado School of Medicine,Colorado,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,75739.0
2005-06,2005,University of Colorado School of Medicine,Colorado,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,24166.0
2005-06,2005,University of Connecticut School of Medicine,Connecticut,Fees,Public,Nonresident,Yes,No,4540.0
2005-06,2005,University of Connecticut School of Medicine,Connecticut,Fees,Public,Resident,Yes,No,4540.0
2005-06,2005,University of Connecticut School of Medicine,Connecticut,Health Insurance,Public,Nonresident,Yes,No,
2005-06,2005,University of Connecticut School of Medicine,Connecticut,Health Insurance,Public,Resident,Yes,No,
2005-06,2005,University of Connecticut School of Medicine,Connecticut,Tuition,Public,Nonresident,Yes,No,36110.0
2005-06,2005,University of Connecticut School of Medicine,Connecticut,Tuition,Public,Resident,Yes,No,15870.0
2005-06,2005,University of Connecticut School of Medicine,Connecticut,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,No,42780.0
2005-06,2005,University of Connecticut School of Medicine,Connecticut,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,No,22540.0
2005-06,2005,University of Florida College of Medicine,Florida,Fees,Public,Nonresident,Yes,Yes,3447.0
2005-06,2005,University of Florida College of Medicine,Florida,Fees,Public,Resident,Yes,Yes,2095.0
2005-06,2005,University of Florida College of Medicine,Florida,Health Insurance,Public,Nonresident,Yes,Yes,1118.0
2005-06,2005,University of Florida College of Medicine,Florida,Health Insurance,Public,Resident,Yes,Yes,1118.0
2005-06,2005,University of Florida College of Medicine,Florida,Tuition,Public,Nonresident,Yes,Yes,45052.0
2005-06,2005,University of Florida College of Medicine,Florida,Tuition,Public,Resident,Yes,Yes,18016.0
2005-06,2005,University of Florida College of Medicine,Florida,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,48499.0
2005-06,2005,University of Florida College of Medicine,Florida,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,20111.0
2005-06,2005,"University of Hawaii, John A. Burns School of Medicine",Hawaii-Burns,Fees,Public,Nonresident,Yes,,182.0
2005-06,2005,"University of Hawaii, John A. Burns School of Medicine",Hawaii-Burns,Fees,Public,Resident,Yes,,182.0
2005-06,2005,"University of Hawaii, John A. Burns School of Medicine",Hawaii-Burns,Health Insurance,Public,Nonresident,Yes,,
2005-06,2005,"University of Hawaii, John A. Burns School of Medicine",Hawaii-Burns,Health Insurance,Public,Resident,Yes,,
2005-06,2005,"University of Hawaii, John A. Burns School of Medicine",Hawaii-Burns,Tuition,Public,Nonresident,Yes,,29784.0
2005-06,2005,"University of Hawaii, John A. Burns School of Medicine",Hawaii-Burns,Tuition,Public,Resident,Yes,,16080.0
2005-06,2005,"University of Hawaii, John A. Burns School of Medicine",Hawaii-Burns,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,,29966.0
2005-06,2005,"University of Hawaii, John A. Burns School of Medicine",Hawaii-Burns,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,,16454.0
2005-06,2005,University of Illinois College of Medicine,Illinois,Fees,Public,Nonresident,Yes,Yes,1440.0
2005-06,2005,University of Illinois College of Medicine,Illinois,Fees,Public,Resident,Yes,Yes,1440.0
2005-06,2005,University of Illinois College of Medicine,Illinois,Health Insurance,Public,Nonresident,Yes,Yes,58.0
2005-06,2005,University of Illinois College of Medicine,Illinois,Health Insurance,Public,Resident,Yes,Yes,58.0
2005-06,2005,University of Illinois College of Medicine,Illinois,Tuition,Public,Nonresident,Yes,Yes,52176.0
2005-06,2005,University of Illinois College of Medicine,Illinois,Tuition,Public,Resident,Yes,Yes,24122.0
2005-06,2005,University of Illinois College of Medicine,Illinois,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,54342.0
2005-06,2005,University of Illinois College of Medicine,Illinois,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,26288.0
2005-06,2005,University of Iowa Roy J. and Lucille A. Carver College of Medicine,Iowa-Carver,Fees,Public,Nonresident,Yes,Yes,1156.0
2005-06,2005,University of Iowa Roy J. and Lucille A. Carver College of Medicine,Iowa-Carver,Fees,Public,Resident,Yes,Yes,1156.0
2005-06,2005,University of Iowa Roy J. and Lucille A. Carver College of Medicine,Iowa-Carver,Health Insurance,Public,Nonresident,Yes,Yes,675.0
2005-06,2005,University of Iowa Roy J. and Lucille A. Carver College of Medicine,Iowa-Carver,Health Insurance,Public,Resident,Yes,Yes,675.0
2005-06,2005,University of Iowa Roy J. and Lucille A. Carver College of Medicine,Iowa-Carver,Tuition,Public,Nonresident,Yes,Yes,38226.0
2005-06,2005,University of Iowa Roy J. and Lucille A. Carver College of Medicine,Iowa-Carver,Tuition,Public,Resident,Yes,Yes,19020.0
2005-06,2005,University of Iowa Roy J. and Lucille A. Carver College of Medicine,Iowa-Carver,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,40282.0
2005-06,2005,University of Iowa Roy J. and Lucille A. Carver College of Medicine,Iowa-Carver,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,21076.0
2005-06,2005,University of Kansas School of Medicine,Kansas,Fees,Public,Nonresident,Yes,,438.0
2005-06,2005,University of Kansas School of Medicine,Kansas,Fees,Public,Resident,Yes,,438.0
2005-06,2005,University of Kansas School of Medicine,Kansas,Health Insurance,Public,Nonresident,Yes,,1278.0
2005-06,2005,University of Kansas School of Medicine,Kansas,Health Insurance,Public,Resident,Yes,,1278.0
2005-06,2005,University of Kansas School of Medicine,Kansas,Tuition,Public,Nonresident,Yes,,34674.0
2005-06,2005,University of Kansas School of Medicine,Kansas,Tuition,Public,Resident,Yes,,18919.0
2005-06,2005,University of Kansas School of Medicine,Kansas,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,,35112.0
2005-06,2005,University of Kansas School of Medicine,Kansas,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,,19357.0
2005-06,2005,University of Kentucky College of Medicine,Kentucky,Fees,Public,Nonresident,No,,896.0
2005-06,2005,University of Kentucky College of Medicine,Kentucky,Fees,Public,Resident,No,,896.0
2005-06,2005,University of Kentucky College of Medicine,Kentucky,Health Insurance,Public,Nonresident,No,,645.0
2005-06,2005,University of Kentucky College of Medicine,Kentucky,Health Insurance,Public,Resident,No,,645.0
2005-06,2005,University of Kentucky College of Medicine,Kentucky,Tuition,Public,Nonresident,No,,37258.0
2005-06,2005,University of Kentucky College of Medicine,Kentucky,Tuition,Public,Resident,No,,18284.0
2005-06,2005,University of Kentucky College of Medicine,Kentucky,"Tuition, Fees, and Health Insurance",Public,Nonresident,No,,38154.0
2005-06,2005,University of Kentucky College of Medicine,Kentucky,"Tuition, Fees, and Health Insurance",Public,Resident,No,,19180.0
2005-06,2005,University of Louisville School of Medicine,Louisville,Fees,Public,Nonresident,Yes,Yes,500.0
2005-06,2005,University of Louisville School of Medicine,Louisville,Fees,Public,Resident,Yes,Yes,500.0
2005-06,2005,University of Louisville School of Medicine,Louisville,Health Insurance,Public,Nonresident,Yes,Yes,1172.0
2005-06,2005,University of Louisville School of Medicine,Louisville,Health Insurance,Public,Resident,Yes,Yes,1172.0
2005-06,2005,University of Louisville School of Medicine,Louisville,Tuition,Public,Nonresident,Yes,Yes,40406.0
2005-06,2005,University of Louisville School of Medicine,Louisville,Tuition,Public,Resident,Yes,Yes,18040.0
2005-06,2005,University of Louisville School of Medicine,Louisville,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,42266.0
2005-06,2005,University of Louisville School of Medicine,Louisville,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,19900.0
2005-06,2005,University of Maryland School of Medicine,Maryland,Fees,Public,Nonresident,Yes,Yes,1920.0
2005-06,2005,University of Maryland School of Medicine,Maryland,Fees,Public,Resident,Yes,Yes,1920.0
2005-06,2005,University of Maryland School of Medicine,Maryland,Health Insurance,Public,Nonresident,Yes,Yes,1938.0
2005-06,2005,University of Maryland School of Medicine,Maryland,Health Insurance,Public,Resident,Yes,Yes,1938.0
2005-06,2005,University of Maryland School of Medicine,Maryland,Tuition,Public,Nonresident,Yes,Yes,35144.0
2005-06,2005,University of Maryland School of Medicine,Maryland,Tuition,Public,Resident,Yes,Yes,19277.0
2005-06,2005,University of Maryland School of Medicine,Maryland,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,39118.0
2005-06,2005,University of Maryland School of Medicine,Maryland,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,23251.0
2005-06,2005,University of Massachusetts T.H. Chan School of Medicine,Massachusetts-Chan,Fees,Public,Nonresident,,,
2005-06,2005,University of Massachusetts T.H. Chan School of Medicine,Massachusetts-Chan,Fees,Public,Resident,Yes,Yes,5212.0
2005-06,2005,University of Massachusetts T.H. Chan School of Medicine,Massachusetts-Chan,Health Insurance,Public,Nonresident,,,
2005-06,2005,University of Massachusetts T.H. Chan School of Medicine,Massachusetts-Chan,Health Insurance,Public,Resident,Yes,Yes,2689.0
2005-06,2005,University of Massachusetts T.H. Chan School of Medicine,Massachusetts-Chan,Tuition,Public,Nonresident,,,
2005-06,2005,University of Massachusetts T.H. Chan School of Medicine,Massachusetts-Chan,Tuition,Public,Resident,Yes,Yes,8352.0
2005-06,2005,University of Massachusetts T.H. Chan School of Medicine,Massachusetts-Chan,"Tuition, Fees, and Health Insurance",Public,Nonresident,,,
2005-06,2005,University of Massachusetts T.H. Chan School of Medicine,Massachusetts-Chan,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,16726.0
2005-06,2005,University of Miami Leonard M. Miller School of Medicine,Miami-Miller,Fees,Private,Nonresident,Yes,,550.0
2005-06,2005,University of Miami Leonard M. Miller School of Medicine,Miami-Miller,Fees,Private,Resident,Yes,,550.0
2005-06,2005,University of Miami Leonard M. Miller School of Medicine,Miami-Miller,Health Insurance,Private,Nonresident,Yes,,1147.0
2005-06,2005,University of Miami Leonard M. Miller School of Medicine,Miami-Miller,Health Insurance,Private,Resident,Yes,,1147.0
2005-06,2005,University of Miami Leonard M. Miller School of Medicine,Miami-Miller,Tuition,Private,Nonresident,Yes,,38504.0
2005-06,2005,University of Miami Leonard M. Miller School of Medicine,Miami-Miller,Tuition,Private,Resident,Yes,,29298.0
2005-06,2005,University of Miami Leonard M. Miller School of Medicine,Miami-Miller,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,,40201.0
2005-06,2005,University of Miami Leonard M. Miller School of Medicine,Miami-Miller,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,,30995.0
2005-06,2005,University of Michigan Medical School,Michigan,Fees,Public,Nonresident,Yes,Yes,855.0
2005-06,2005,University of Michigan Medical School,Michigan,Fees,Public,Resident,Yes,Yes,855.0
2005-06,2005,University of Michigan Medical School,Michigan,Health Insurance,Public,Nonresident,Yes,Yes,2000.0
2005-06,2005,University of Michigan Medical School,Michigan,Health Insurance,Public,Resident,Yes,Yes,2000.0
2005-06,2005,University of Michigan Medical School,Michigan,Tuition,Public,Nonresident,Yes,Yes,33930.0
2005-06,2005,University of Michigan Medical School,Michigan,Tuition,Public,Resident,Yes,Yes,21578.0
2005-06,2005,University of Michigan Medical School,Michigan,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,36785.0
2005-06,2005,University of Michigan Medical School,Michigan,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,24433.0
2005-06,2005,University of Minnesota Medical School,Minnesota,Fees,Public,Nonresident,Yes,Yes,2793.0
2005-06,2005,University of Minnesota Medical School,Minnesota,Fees,Public,Resident,Yes,Yes,2793.0
2005-06,2005,University of Minnesota Medical School,Minnesota,Health Insurance,Public,Nonresident,Yes,Yes,1596.0
2005-06,2005,University of Minnesota Medical School,Minnesota,Health Insurance,Public,Resident,Yes,Yes,1596.0
2005-06,2005,University of Minnesota Medical School,Minnesota,Tuition,Public,Nonresident,Yes,Yes,33502.0
2005-06,2005,University of Minnesota Medical School,Minnesota,Tuition,Public,Resident,Yes,Yes,26607.0
2005-06,2005,University of Minnesota Medical School,Minnesota,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,37893.0
2005-06,2005,University of Minnesota Medical School,Minnesota,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,30998.0
2005-06,2005,University of Mississippi School of Medicine,Mississippi,Fees,Public,Nonresident,,,
2005-06,2005,University of Mississippi School of Medicine,Mississippi,Fees,Public,Resident,Yes,Yes,2200.0
2005-06,2005,University of Mississippi School of Medicine,Mississippi,Health Insurance,Public,Nonresident,,,
2005-06,2005,University of Mississippi School of Medicine,Mississippi,Health Insurance,Public,Resident,Yes,Yes,1782.0
2005-06,2005,University of Mississippi School of Medicine,Mississippi,Tuition,Public,Nonresident,,,
2005-06,2005,University of Mississippi School of Medicine,Mississippi,Tuition,Public,Resident,Yes,Yes,7649.0
2005-06,2005,University of Mississippi School of Medicine,Mississippi,"Tuition, Fees, and Health Insurance",Public,Nonresident,,,
2005-06,2005,University of Mississippi School of Medicine,Mississippi,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,11631.0
2005-06,2005,University of Missouri-Columbia School of Medicine,Missouri Columbia,Fees,Public,Nonresident,Yes,Yes,986.0
2005-06,2005,University of Missouri-Columbia School of Medicine,Missouri Columbia,Fees,Public,Resident,Yes,Yes,986.0
2005-06,2005,University of Missouri-Columbia School of Medicine,Missouri Columbia,Health Insurance,Public,Nonresident,Yes,Yes,794.0
2005-06,2005,University of Missouri-Columbia School of Medicine,Missouri Columbia,Health Insurance,Public,Resident,Yes,Yes,794.0
2005-06,2005,University of Missouri-Columbia School of Medicine,Missouri Columbia,Tuition,Public,Nonresident,Yes,Yes,41634.0
2005-06,2005,University of Missouri-Columbia School of Medicine,Missouri Columbia,Tuition,Public,Resident,Yes,Yes,20909.0
2005-06,2005,University of Missouri-Columbia School of Medicine,Missouri Columbia,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,43414.0
2005-06,2005,University of Missouri-Columbia School of Medicine,Missouri Columbia,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,22689.0
2005-06,2005,University of Missouri-Kansas City School of Medicine,Missouri Kansas City,Fees,Public,Nonresident,,,1618.0
2005-06,2005,University of Missouri-Kansas City School of Medicine,Missouri Kansas City,Fees,Public,Resident,,,1618.0
2005-06,2005,University of Missouri-Kansas City School of Medicine,Missouri Kansas City,Health Insurance,Public,Nonresident,,,0.0
2005-06,2005,University of Missouri-Kansas City School of Medicine,Missouri Kansas City,Health Insurance,Public,Resident,,,0.0
2005-06,2005,University of Missouri-Kansas City School of Medicine,Missouri Kansas City,Tuition,Public,Nonresident,,,52060.0
2005-06,2005,University of Missouri-Kansas City School of Medicine,Missouri Kansas City,Tuition,Public,Resident,,,26817.0
2005-06,2005,University of Missouri-Kansas City School of Medicine,Missouri Kansas City,"Tuition, Fees, and Health Insurance",Public,Nonresident,,,53678.0
2005-06,2005,University of Missouri-Kansas City School of Medicine,Missouri Kansas City,"Tuition, Fees, and Health Insurance",Public,Resident,,,28435.0
2005-06,2005,University of Nebraska College of Medicine,Nebraska,Fees,Public,Nonresident,Yes,Yes,529.0
2005-06,2005,University of Nebraska College of Medicine,Nebraska,Fees,Public,Resident,Yes,Yes,529.0
2005-06,2005,University of Nebraska College of Medicine,Nebraska,Health Insurance,Public,Nonresident,Yes,Yes,0.0
2005-06,2005,University of Nebraska College of Medicine,Nebraska,Health Insurance,Public,Resident,Yes,Yes,0.0
2005-06,2005,University of Nebraska College of Medicine,Nebraska,Tuition,Public,Nonresident,Yes,Yes,45888.0
2005-06,2005,University of Nebraska College of Medicine,Nebraska,Tuition,Public,Resident,Yes,Yes,19568.0
2005-06,2005,University of Nebraska College of Medicine,Nebraska,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,47209.0
2005-06,2005,University of Nebraska College of Medicine,Nebraska,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,20889.0
2005-06,2005,"University of Nevada, Reno School of Medicine",Nevada Reno,Fees,Public,Nonresident,Yes,Yes,657.0
2005-06,2005,"University of Nevada, Reno School of Medicine",Nevada Reno,Fees,Public,Resident,Yes,Yes,657.0
2005-06,2005,"University of Nevada, Reno School of Medicine",Nevada Reno,Health Insurance,Public,Nonresident,Yes,Yes,2450.0
2005-06,2005,"University of Nevada, Reno School of Medicine",Nevada Reno,Health Insurance,Public,Resident,Yes,Yes,2450.0
2005-06,2005,"University of Nevada, Reno School of Medicine",Nevada Reno,Tuition,Public,Nonresident,Yes,Yes,29398.0
2005-06,2005,"University of Nevada, Reno School of Medicine",Nevada Reno,Tuition,Public,Resident,Yes,Yes,10588.0
2005-06,2005,"University of Nevada, Reno School of Medicine",Nevada Reno,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,32023.0
2005-06,2005,"University of Nevada, Reno School of Medicine",Nevada Reno,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,13213.0
2005-06,2005,University of New Mexico School of Medicine,New Mexico,Fees,Public,Nonresident,Yes,,1709.0
2005-06,2005,University of New Mexico School of Medicine,New Mexico,Fees,Public,Resident,Yes,,1709.0
2005-06,2005,University of New Mexico School of Medicine,New Mexico,Health Insurance,Public,Nonresident,Yes,,1110.0
2005-06,2005,University of New Mexico School of Medicine,New Mexico,Health Insurance,Public,Resident,Yes,,1110.0
2005-06,2005,University of New Mexico School of Medicine,New Mexico,Tuition,Public,Nonresident,Yes,,37032.0
2005-06,2005,University of New Mexico School of Medicine,New Mexico,Tuition,Public,Resident,Yes,,12893.0
2005-06,2005,University of New Mexico School of Medicine,New Mexico,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,,38741.0
2005-06,2005,University of New Mexico School of Medicine,New Mexico,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,,14602.0
2005-06,2005,University of North Carolina at Chapel Hill School of Medicine,North Carolina,Fees,Public,Nonresident,Yes,No,1444.0
2005-06,2005,University of North Carolina at Chapel Hill School of Medicine,North Carolina,Fees,Public,Resident,Yes,No,1444.0
2005-06,2005,University of North Carolina at Chapel Hill School of Medicine,North Carolina,Health Insurance,Public,Nonresident,Yes,No,1284.0
2005-06,2005,University of North Carolina at Chapel Hill School of Medicine,North Carolina,Health Insurance,Public,Resident,Yes,No,1284.0
2005-06,2005,University of North Carolina at Chapel Hill School of Medicine,North Carolina,Tuition,Public,Nonresident,Yes,No,33001.0
2005-06,2005,University of North Carolina at Chapel Hill School of Medicine,North Carolina,Tuition,Public,Resident,Yes,No,9335.0
2005-06,2005,University of North Carolina at Chapel Hill School of Medicine,North Carolina,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,No,35729.0
2005-06,2005,University of North Carolina at Chapel Hill School of Medicine,North Carolina,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,No,12063.0
2005-06,2005,University of North Dakota School of Medicine and Health Sciences,North Dakota,Fees,Public,Nonresident,No,,1217.0
2005-06,2005,University of North Dakota School of Medicine and Health Sciences,North Dakota,Fees,Public,Resident,No,,1217.0
2005-06,2005,University of North Dakota School of Medicine and Health Sciences,North Dakota,Health Insurance,Public,Nonresident,No,,1090.0
2005-06,2005,University of North Dakota School of Medicine and Health Sciences,North Dakota,Health Insurance,Public,Resident,No,,1090.0
2005-06,2005,University of North Dakota School of Medicine and Health Sciences,North Dakota,Tuition,Public,Nonresident,No,,50482.0
2005-06,2005,University of North Dakota School of Medicine and Health Sciences,North Dakota,Tuition,Public,Resident,No,,18908.0
2005-06,2005,University of North Dakota School of Medicine and Health Sciences,North Dakota,"Tuition, Fees, and Health Insurance",Public,Nonresident,No,,51699.0
2005-06,2005,University of North Dakota School of Medicine and Health Sciences,North Dakota,"Tuition, Fees, and Health Insurance",Public,Resident,No,,20125.0
2005-06,2005,University of Oklahoma College of Medicine,Oklahoma,Fees,Public,Nonresident,Yes,Yes,2181.0
2005-06,2005,University of Oklahoma College of Medicine,Oklahoma,Fees,Public,Resident,Yes,Yes,2181.0
2005-06,2005,University of Oklahoma College of Medicine,Oklahoma,Health Insurance,Public,Nonresident,Yes,Yes,300.0
2005-06,2005,University of Oklahoma College of Medicine,Oklahoma,Health Insurance,Public,Resident,Yes,Yes,300.0
2005-06,2005,University of Oklahoma College of Medicine,Oklahoma,Tuition,Public,Nonresident,Yes,Yes,37228.0
2005-06,2005,University of Oklahoma College of Medicine,Oklahoma,Tuition,Public,Resident,Yes,Yes,15140.0
2005-06,2005,University of Oklahoma College of Medicine,Oklahoma,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,39527.0
2005-06,2005,University of Oklahoma College of Medicine,Oklahoma,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,17439.0
2005-06,2005,University of Pittsburgh School of Medicine,Pittsburgh,Fees,Private,Nonresident,Yes,Yes,623.0
2005-06,2005,University of Pittsburgh School of Medicine,Pittsburgh,Fees,Private,Resident,Yes,Yes,623.0
2005-06,2005,University of Pittsburgh School of Medicine,Pittsburgh,Health Insurance,Private,Nonresident,Yes,Yes,2145.0
2005-06,2005,University of Pittsburgh School of Medicine,Pittsburgh,Health Insurance,Private,Resident,Yes,Yes,2145.0
2005-06,2005,University of Pittsburgh School of Medicine,Pittsburgh,Tuition,Private,Nonresident,Yes,Yes,36965.0
2005-06,2005,University of Pittsburgh School of Medicine,Pittsburgh,Tuition,Private,Resident,Yes,Yes,32218.0
2005-06,2005,University of Pittsburgh School of Medicine,Pittsburgh,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,39690.0
2005-06,2005,University of Pittsburgh School of Medicine,Pittsburgh,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,34943.0
2005-06,2005,University of Puerto Rico School of Medicine,Puerto Rico,Fees,Public,Nonresident,Yes,Yes,1915.0
2005-06,2005,University of Puerto Rico School of Medicine,Puerto Rico,Fees,Public,Resident,Yes,Yes,1915.0
2005-06,2005,University of Puerto Rico School of Medicine,Puerto Rico,Health Insurance,Public,Nonresident,Yes,Yes,1609.0
2005-06,2005,University of Puerto Rico School of Medicine,Puerto Rico,Health Insurance,Public,Resident,Yes,Yes,1609.0
2005-06,2005,University of Puerto Rico School of Medicine,Puerto Rico,Tuition,Public,Nonresident,Yes,Yes,13965.0
2005-06,2005,University of Puerto Rico School of Medicine,Puerto Rico,Tuition,Public,Resident,Yes,Yes,6650.0
2005-06,2005,University of Puerto Rico School of Medicine,Puerto Rico,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,17248.0
2005-06,2005,University of Puerto Rico School of Medicine,Puerto Rico,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,9933.0
2005-06,2005,University of Rochester School of Medicine and Dentistry,Rochester,Fees,Private,Nonresident,Yes,Yes,1219.0
2005-06,2005,University of Rochester School of Medicine and Dentistry,Rochester,Fees,Private,Resident,Yes,Yes,1219.0
2005-06,2005,University of Rochester School of Medicine and Dentistry,Rochester,Health Insurance,Private,Nonresident,Yes,Yes,
2005-06,2005,University of Rochester School of Medicine and Dentistry,Rochester,Health Insurance,Private,Resident,Yes,Yes,
2005-06,2005,University of Rochester School of Medicine and Dentistry,Rochester,Tuition,Private,Nonresident,Yes,Yes,34450.0
2005-06,2005,University of Rochester School of Medicine and Dentistry,Rochester,Tuition,Private,Resident,Yes,Yes,34450.0
2005-06,2005,University of Rochester School of Medicine and Dentistry,Rochester,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,37379.0
2005-06,2005,University of Rochester School of Medicine and Dentistry,Rochester,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,37379.0
2005-06,2005,University of South Alabama College of Medicine,South Alabama,Fees,Public,Nonresident,Yes,Yes,2197.0
2005-06,2005,University of South Alabama College of Medicine,South Alabama,Fees,Public,Resident,Yes,Yes,2197.0
2005-06,2005,University of South Alabama College of Medicine,South Alabama,Health Insurance,Public,Nonresident,Yes,Yes,2500.0
2005-06,2005,University of South Alabama College of Medicine,South Alabama,Health Insurance,Public,Resident,Yes,Yes,2500.0
2005-06,2005,University of South Alabama College of Medicine,South Alabama,Tuition,Public,Nonresident,Yes,Yes,24508.0
2005-06,2005,University of South Alabama College of Medicine,South Alabama,Tuition,Public,Resident,Yes,Yes,12254.0
2005-06,2005,University of South Alabama College of Medicine,South Alabama,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,29205.0
2005-06,2005,University of South Alabama College of Medicine,South Alabama,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,16951.0
2005-06,2005,University of South Carolina School of Medicine Columbia,South Carolina Columbia,Fees,Public,Nonresident,Yes,Yes,0.0
2005-06,2005,University of South Carolina School of Medicine Columbia,South Carolina Columbia,Fees,Public,Resident,Yes,Yes,0.0
2005-06,2005,University of South Carolina School of Medicine Columbia,South Carolina Columbia,Health Insurance,Public,Nonresident,Yes,Yes,850.0
2005-06,2005,University of South Carolina School of Medicine Columbia,South Carolina Columbia,Health Insurance,Public,Resident,Yes,Yes,850.0
2005-06,2005,University of South Carolina School of Medicine Columbia,South Carolina Columbia,Tuition,Public,Nonresident,Yes,Yes,56446.0
2005-06,2005,University of South Carolina School of Medicine Columbia,South Carolina Columbia,Tuition,Public,Resident,Yes,Yes,19520.0
2005-06,2005,University of South Carolina School of Medicine Columbia,South Carolina Columbia,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,57296.0
2005-06,2005,University of South Carolina School of Medicine Columbia,South Carolina Columbia,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,20370.0
2005-06,2005,"University of South Dakota, Sanford School of Medicine",South Dakota-Sanford,Fees,Public,Nonresident,Yes,Yes,3497.0
2005-06,2005,"University of South Dakota, Sanford School of Medicine",South Dakota-Sanford,Fees,Public,Resident,Yes,Yes,3497.0
2005-06,2005,"University of South Dakota, Sanford School of Medicine",South Dakota-Sanford,Health Insurance,Public,Nonresident,Yes,Yes,2298.0
2005-06,2005,"University of South Dakota, Sanford School of Medicine",South Dakota-Sanford,Health Insurance,Public,Resident,Yes,Yes,2298.0
2005-06,2005,"University of South Dakota, Sanford School of Medicine",South Dakota-Sanford,Tuition,Public,Nonresident,Yes,Yes,31700.0
2005-06,2005,"University of South Dakota, Sanford School of Medicine",South Dakota-Sanford,Tuition,Public,Resident,Yes,Yes,13324.0
2005-06,2005,"University of South Dakota, Sanford School of Medicine",South Dakota-Sanford,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,37357.0
2005-06,2005,"University of South Dakota, Sanford School of Medicine",South Dakota-Sanford,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,18981.0
