cycle_year,state,school,applications,in state applicants,out of state applicants,women applicants,men applicants,matriculants,in state matriculants,out of state matriculants,women matriculants,men matriculants
2013,VA,Eastern Virginia,5803,16.1,83.9,46.2,53.8,146,50.0,50.0,45.2,54.8
2013,VA,Virginia,4709,17.6,82.4,45.0,55.0,161,52.2,47.8,41.6,58.4
2013,VA,Virginia Commonwealth,7165,13.9,86.1,45.3,54.7,210,50.5,49.5,47.6,52.4
2013,VA,Virginia Tech Carilion,2873,20.9,79.1,42.7,57.3,42,38.1,61.9,42.9,57.1
2013,VT,Vermont-Larner,5346,1.6,98.4,46.5,53.4,114,29.8,70.2,49.1,50.9
2013,WA,U Washington,6015,13.6,86.4,45.3,54.7,235,51.1,48.9,56.2,43.8
2013,WI,MC Wisconsin,7056,10.7,89.3,42.7,57.3,209,49.8,50.2,48.3,51.7
2013,WI,Wisconsin,5045,15.6,84.4,43.7,56.3,175,75.4,24.6,47.4,52.6
2013,WV,Marshall-Edwards,1548,10.5,89.5,43.3,56.7,75,70.7,29.3,41.3,58.7
2013,WV,West Virginia,3083,7.5,92.5,41.9,58.1,110,67.3,32.7,49.1,50.9
2014,AL,Alabama,3107,14.1,85.9,44.2,55.8,186.0,90.9,9.1,44.6,55.4
2014,AL,South Alabama,1316,32.0,68.0,44.6,55.4,76.0,93.4,6.6,43.4,56.6
2014,AR,Arkansas,2329,14.8,85.2,43.2,56.8,168.0,84.5,15.5,41.1,58.9
2014,AZ,Arizona,4862,16.3,83.7,43.2,56.8,115.0,65.2,34.8,51.3,48.7
2014,AZ,Arizona Phoenix,3866,11.6,88.4,43.1,56.9,80.0,68.8,31.3,48.8,51.3
2014,CA,Loma Linda,5859,41.1,58.9,46.1,53.9,168.0,42.9,57.1,42.9,57.1
2014,CA,Southern Cal-Keck,7566,52.7,47.3,45.5,54.5,185.0,76.8,23.2,49.2,50.8
2014,CA,Stanford,7452,34.9,65.1,42.7,57.2,90.0,43.3,56.7,51.1,48.9
2014,CA,UC Davis,6108,72.2,27.8,48.5,51.5,110.0,100.0,0.0,58.2,41.8
2014,CA,UC Irvine,5860,75.3,24.7,45.8,54.2,104.0,84.6,15.4,44.2,55.8
2014,CA,UC Riverside,5349,76.6,23.4,47.7,52.3,50.0,100.0,0.0,52.0,48.0
2014,CA,UC San Diego,7280,57.8,42.2,44.6,55.4,124.0,76.6,23.4,50.0,50.0
2014,CA,UC San Francisco,7508,47.8,52.2,46.3,53.7,165.0,78.8,21.2,53.9,46.1
2014,CA,UCLA Drew,1976,67.6,32.4,52.4,47.6,24.0,83.3,16.7,50.0,50.0
2014,CA,UCLA-Geffen,8179,60.8,39.2,47.2,52.7,151.0,82.1,17.9,57.0,43.0
2014,CO,Colorado,6302,10.9,89.1,43.4,56.6,182.0,64.3,35.7,46.2,53.8
2014,CT,Connecticut,2675,18.3,81.7,50.4,49.6,98.0,76.5,23.5,57.1,42.9
2014,CT,Quinnipiac-Netter,5146,7.2,92.8,49.7,50.3,90.0,23.3,76.7,45.6,54.4
2014,CT,Yale,5303,3.9,96.1,44.1,55.8,104.0,4.8,95.2,51.0,49.0
2014,DC,George Washington,14351,0.5,99.5,49.6,50.4,178.0,3.9,96.1,60.7,39.3
2014,DC,Georgetown,13016,0.5,99.5,47.5,52.5,196.0,4.1,95.9,49.0,51.0
2014,DC,Howard,7275,0.6,99.4,54.3,45.7,117.0,5.1,94.9,49.6,50.4
2014,FL,FIU-Wertheim,4141,49.4,50.6,48.3,51.7,119.0,81.5,18.5,50.4,49.6
2014,FL,Florida,3655,58.0,42.0,45.0,55.0,135.0,88.1,11.9,54.1,45.9
2014,FL,Florida Atlantic-Schmidt,3241,61.5,38.5,46.1,53.9,64.0,71.9,28.1,45.3,54.7
2014,FL,Florida State,5256,43.8,56.2,47.9,52.1,120.0,97.5,2.5,49.2,50.8
2014,FL,Miami-Miller,7513,26.6,73.4,44.2,55.7,199.0,43.2,56.8,46.2,53.8
2014,FL,UCF,4174,52.5,47.5,46.4,53.6,120.0,70.8,29.2,44.2,55.8
2014,FL,USF-Morsani,3990,56.0,44.0,46.3,53.7,170.0,69.4,30.6,42.4,57.6
2014,GA,Emory,7469,10.8,89.2,48.0,52.0,135.0,31.1,68.9,53.3,46.7
2014,GA,MC Georgia Augusta,2613,46.8,53.2,48.6,51.4,230.0,96.1,3.9,42.6,57.4
2014,GA,Mercer,1146,100.0,0.0,49.9,50.1,107.0,100.0,0.0,47.7,52.3
2014,GA,Morehouse,5173,13.0,87.0,54.8,45.2,78.0,80.8,19.2,60.3,39.7
2014,HI,Hawaii-Burns,2225,10.3,89.7,44.9,55.1,66.0,81.8,18.2,43.9,56.1
2014,IA,Iowa-Carver,3503,10.8,89.2,42.6,57.4,152.0,66.4,33.6,49.3,50.7
2014,IL,Chicago Med Franklin,12098,12.5,87.5,47.9,52.1,190.0,27.4,72.6,44.7,55.3
2014,IL,Chicago-Pritzker,5803,13.2,86.8,44.4,55.6,90.0,20.0,80.0,48.9,51.1
2014,IL,Illinois,7917,24.5,75.5,47.9,52.1,297.0,80.1,19.9,48.5,51.5
2014,IL,Loyola-Stritch,9984,16.4,83.6,47.5,52.5,161.0,46.0,54.0,44.7,55.3
2014,IL,Northwestern-Feinberg,7727,12.9,87.1,44.8,55.2,163.0,20.9,79.1,52.1,47.9
2014,IL,Rush,9503,17.3,82.7,47.7,52.3,128.0,51.6,48.4,50.0,50.0
2014,IL,Southern Illinois,1269,96.5,3.5,47.4,52.6,72.0,100.0,0.0,38.9,61.1
2014,IN,Indiana,5485,13.3,86.7,43.2,56.8,352.0,74.4,25.6,45.7,54.3
2014,KS,Kansas,3336,17.1,82.9,43.5,56.5,211.0,88.6,11.4,46.9,53.1
2014,KY,Kentucky,2312,18.6,81.4,41.6,58.4,136.0,64.7,35.3,41.9,58.1
2014,KY,Louisville,3168,13.9,86.1,41.3,58.7,157.0,77.1,22.9,43.9,56.1
2014,LA,LSU New Orleans,2515,28.5,71.5,46.5,53.4,194.0,89.7,10.3,41.8,58.2
2014,LA,LSU Shreveport,1181,52.3,47.7,45.6,54.4,123.0,97.6,2.4,48.0,52.0
2014,LA,Tulane,9531,4.4,95.6,46.8,53.2,198.0,12.1,87.9,50.0,50.0
2014,MA,Boston,11597,8.0,92.0,48.7,51.3,166.0,25.3,74.7,51.2,48.8
2014,MA,Harvard,7515,7.5,92.5,42.4,57.6,164.0,15.9,84.1,48.8,51.2
2014,MA,Massachusetts,1190,86.8,13.2,49.1,50.9,125.0,96.0,4.0,48.0,52.0
2014,MA,Tufts,11339,8.7,91.3,48.8,51.2,200.0,31.5,68.5,54.5,45.5
2014,MD,Johns Hopkins,6329,7.0,93.0,42.7,57.3,118.0,14.4,85.6,58.5,41.5
2014,MD,Maryland,4989,19.1,80.9,48.4,51.6,157.0,75.8,24.2,53.5,46.5
2014,MD,Uniformed Services-Hebert,2740,7.4,92.6,33.6,66.4,173.0,12.1,87.9,32.9,67.1
2014,MI,Central Michigan,2943,39.9,60.1,45.0,55.0,104.0,93.3,6.7,49.0,51.0
2014,MI,Michigan,5776,20.0,80.0,42.8,57.2,176.0,47.7,52.3,53.4,46.6
2014,MI,Michigan State,6535,24.6,75.4,45.1,54.9,190.0,85.3,14.7,52.6,47.4
2014,MI,Oakland Beaumont,4566,30.4,69.6,44.4,55.6,100.0,44.0,56.0,51.0,49.0
2014,MI,Wayne State,4588,34.8,65.2,43.2,56.8,290.0,74.1,25.9,40.3,59.7
2014,MI,Western Michigan-Stryker,3573,32.7,67.3,43.1,56.9,54.0,42.6,57.4,44.4,55.6
2014,MN,Mayo,4656,9.2,90.8,40.7,59.3,53.0,17.0,83.0,52.8,47.2
2014,MN,Minnesota,4293,19.6,80.4,44.4,55.6,230.0,83.5,16.5,49.6,50.4
2014,MO,Missouri Columbia,1713,29.8,70.2,44.0,56.0,104.0,83.7,16.3,44.2,55.8
2014,MO,Missouri Kansas City,1266,15.0,85.0,44.3,55.7,121.0,56.2,43.8,55.4,44.6
2014,MO,Saint Louis,7267,6.0,94.0,43.0,57.0,180.0,21.1,78.9,52.8,47.2
2014,MO,Washington U St Louis,4367,4.2,95.8,42.5,57.5,123.0,14.6,85.4,50.4,49.6
2014,MS,Mississippi,334,99.7,0.3,44.9,55.1,145.0,100.0,0.0,42.8,57.2
2014,NC,Duke,6148,6.9,93.1,43.3,56.7,109.0,9.2,90.8,44.0,56.0
2014,NC,East Carolina-Brody,926,100.0,0.0,44.8,55.2,80.0,100.0,0.0,50.0,50.0
2014,NC,North Carolina,5681,17.4,82.6,46.9,53.1,180.0,84.4,15.6,47.8,52.2
2014,NC,Wake Forest,8091,9.8,90.2,45.0,55.0,120.0,26.7,73.3,47.5,52.5
2014,ND,North Dakota,1689,7.3,92.7,40.7,59.3,78.0,75.6,24.4,41.0,59.0
2014,NE,Creighton,6771,2.6,97.4,42.9,57.1,155.0,8.4,91.6,51.6,48.4
2014,NE,Nebraska,1604,17.8,82.2,44.0,56.0,128.0,83.6,16.4,39.8,60.2
2014,NH,Dartmouth-Geisel,5924,1.2,98.8,45.9,54.1,89.0,4.5,95.5,56.2,43.8
2014,NJ,Cooper Rowan,5118,21.3,78.7,48.9,51.1,72.0,73.6,26.4,50.0,50.0
2014,NJ,Rutgers New Jersey,3696,40.4,59.6,48.3,51.7,178.0,99.4,0.6,37.1,62.9
2014,NJ,Rutgers-RW Johnson,3643,39.7,60.3,48.3,51.7,142.0,96.5,3.5,54.9,45.1
2014,NM,New Mexico,1198,24.5,75.5,45.7,54.2,103.0,90.3,9.7,48.5,51.5
2014,NV,Nevada Reno,1271,18.2,81.8,38.4,61.6,70.0,84.3,15.7,44.3,55.7
2014,NY,Albany,9102,20.8,79.2,45.7,54.3,138.0,40.6,59.4,49.3,50.7
2014,NY,Buffalo-Jacobs,4201,50.0,50.0,46.2,53.8,144.0,88.9,11.1,47.2,52.8
2014,NY,Columbia-Vagelos,7404,16.4,83.6,44.9,55.1,157.0,27.4,72.6,49.0,51.0
2014,NY,Cornell-Weill,6372,19.7,80.3,46.1,53.9,101.0,30.7,69.3,50.5,49.5
2014,NY,Zucker Hofstra Northwell,6186,31.2,68.8,48.5,51.5,98.0,54.1,45.9,43.9,56.1
2014,NY,Mount Sinai-Icahn,6380,22.3,77.7,48.3,51.7,140.0,35.0,65.0,50.0,50.0
2014,NY,New York Medical,12207,17.7,82.3,47.1,52.9,196.0,28.1,71.9,51.0,49.0
2014,NY,NYU-Grossman,8341,18.4,81.6,47.0,53.0,149.0,30.9,69.1,44.3,55.7
2014,NY,Rochester,5323,25.8,74.2,45.8,54.2,102.0,38.2,61.8,52.9,47.1
2014,NY,SUNY Downstate,5340,46.4,53.6,49.6,50.4,188.0,86.7,13.3,46.8,53.2
2014,NY,SUNY Upstate,4412,48.1,51.9,48.3,51.7,154.0,94.2,5.8,35.7,64.3
2014,NY,Renaissance Stony Brook,5454,45.0,55.0,47.3,52.7,128.0,77.3,22.7,45.3,54.7
2014,NY,Einstein,8193,21.6,78.4,46.1,53.9,183.0,42.6,57.4,49.2,50.8
2014,OH,Case Western Reserve,6441,12.5,87.5,43.5,56.4,207.0,17.4,82.6,55.1,44.9
2014,OH,Cincinnati,5191,24.7,75.3,42.9,57.1,171.0,66.7,33.3,47.4,52.6
2014,OH,Northeast Ohio,2314,45.1,54.9,47.5,52.5,147.0,98.0,2.0,54.4,45.6
2014,OH,Ohio State,5399,22.1,77.9,41.4,58.6,192.0,55.7,44.3,50.5,49.5
2014,OH,Toledo,4358,27.8,72.2,43.3,56.7,176.0,79.0,21.0,42.6,57.4
2014,OH,Wright State-Boonshoft,3563,33.3,66.7,46.2,53.8,108.0,63.0,37.0,49.1,50.9
2014,OK,Oklahoma,1931,18.9,81.1,43.1,56.9,165.0,89.7,10.3,38.8,61.2
2014,OR,Oregon,5671,8.0,92.0,45.4,54.6,139.0,73.4,26.6,47.5,52.5
2014,PA,Geisinger Commonwealth,5971,15.2,84.8,49.2,50.8,100.0,78.0,22.0,50.0,50.0
2014,PA,Drexel,14622,8.5,91.5,47.5,52.5,260.0,33.5,66.5,50.4,49.6
2014,PA,Jefferson-Kimmel,10204,11.4,88.6,46.6,53.4,260.0,33.8,66.2,50.0,50.0
2014,PA,Penn State,8651,13.5,86.5,45.7,54.3,148.0,39.2,60.8,51.4,48.6
2014,PA,Pennsylvania-Perelman,5742,10.7,89.3,44.4,55.6,157.0,13.4,86.6,45.2,54.8
2014,PA,Pittsburgh,5534,14.5,85.5,43.9,56.1,147.0,25.9,74.1,46.9,53.1
2014,PA,Temple-Katz,11045,11.5,88.5,46.3,53.7,232.0,67.2,32.8,43.1,56.9
2014,PR,Caribe,1186,44.0,56.0,50.8,49.2,65.0,83.1,16.9,50.8,49.2
2014,PR,Ponce,1143,45.8,54.2,50.8,49.2,70.0,84.3,15.7,48.6,51.4
2014,PR,Puerto Rico,1047,41.7,58.3,48.1,51.9,110.0,96.4,3.6,44.5,55.5
2014,PR,San Juan Bautista,1039,31.9,68.1,49.3,50.7,63.0,68.3,31.7,57.1,42.9
2014,RI,Brown-Alpert,6310,1.1,98.9,49.0,51.0,125.0,10.4,89.6,48.8,51.2
2014,SC,MU South Carolina,3818,15.5,84.5,48.3,51.6,176.0,83.0,17.0,41.5,58.5
2014,SC,South Carolina Columbia,3391,14.6,85.4,47.8,52.2,96.0,79.2,20.8,32.3,67.7
2014,SC,South Carolina Greenville,2693,18.3,81.7,49.2,50.8,82.0,69.5,30.5,52.4,47.6
2014,SD,South Dakota-Sanford,508,25.8,74.2,40.6,59.4,58.0,82.8,17.2,60.3,39.7
2014,TN,East Tennessee-Quillen,2078,31.2,68.8,42.1,57.9,72.0,97.2,2.8,40.3,59.7
2014,TN,Meharry,6242,4.1,95.9,54.2,45.8,105.0,16.2,83.8,57.1,42.9
2014,TN,Tennessee,1714,43.2,56.8,40.7,59.3,165.0,93.9,6.1,32.7,67.3
2014,TN,Vanderbilt,6656,5.2,94.8,43.5,56.5,88.0,10.2,89.8,42.0,58.0
2014,TX,Baylor,6978,23.2,76.8,45.0,55.0,185.0,78.9,21.1,47.6,52.4
2014,TX,Texas A & M,4144,77.8,22.2,44.4,55.6,200.0,92.5,7.5,44.0,56.0
2014,TX,Texas Tech,3792,80.7,19.3,43.7,56.3,181.0,87.3,12.7,47.5,52.5
2014,TX,Texas Tech-Foster,3375,82.3,17.7,44.5,55.5,104.0,98.1,1.9,54.8,45.2
2014,TX,UT San Antonio-Long,4363,75.8,24.2,44.5,55.5,213.0,88.7,11.3,44.6,55.4
2014,TX,UT Houston-McGovern,4600,74.8,25.2,44.3,55.7,240.0,92.9,7.1,46.7,53.3
2014,TX,UT Medical Branch,4378,77.5,22.5,44.4,55.6,231.0,93.5,6.5,38.5,61.5
2014,TX,UT Southwestern,4407,73.3,26.7,43.8,56.2,232.0,85.8,14.2,48.7,51.3
2014,UT,Utah,1523,33.2,66.8,32.9,67.1,102.0,81.4,18.6,50.0,50.0
2014,VA,Eastern Virginia,6585,15.4,84.6,45.2,54.8,150.0,51.3,48.7,43.3,56.7
2014,VA,Virginia,4804,18.6,81.4,44.6,55.4,156.0,46.2,53.8,51.3,48.7
2014,VA,Virginia Commonwealth,7830,13.8,86.2,45.0,55.0,216.0,50.5,49.5,50.5,49.5
2014,VA,Virginia Tech Carilion,3527,18.8,81.2,42.8,57.2,42.0,23.8,76.2,50.0,50.0
2014,VT,Vermont-Larner,5976,1.5,98.5,45.8,54.2,115.0,29.6,70.4,53.0,47.0
2014,WA,U Washington,6129,13.7,86.3,45.8,54.1,240.0,50.4,49.6,52.9,47.1
2014,WI,MC Wisconsin,7654,9.4,90.6,42.5,57.5,204.0,49.0,51.0,42.6,57.4
2014,WI,Wisconsin,5034,14.5,85.5,44.1,55.9,176.0,78.4,21.6,51.7,48.3
2014,WV,Marshall-Edwards,1759,8.3,91.7,42.7,57.3,79.0,75.9,24.1,41.8,58.2
2014,WV,West Virginia,3411,5.5,94.5,42.7,57.3,110.0,52.7,47.3,50.0,50.0
2015,AL,Alabama,3720.0,13.0,87.0,44.6,55.4,186.0,83.9,16.1,53.2,46.8
2015,AL,South Alabama,1497.0,29.1,70.9,43.5,56.5,75.0,88.0,12.0,37.3,62.7
2015,AR,Arkansas,2379.0,14.5,85.5,43.4,56.6,171.0,92.4,7.6,42.1,57.9
2015,AZ,Arizona,5667.0,15.8,84.2,42.8,57.2,117.0,73.5,26.5,48.7,51.3
2015,AZ,Arizona Phoenix,5018.0,15.9,84.1,44.4,55.6,80.0,83.8,16.3,57.5,42.5
2015,CA,California Northstate,674.0,67.1,32.9,42.4,57.6,60.0,78.3,21.7,31.7,68.3
2015,CA,Loma Linda,6511.0,39.3,60.7,45.6,54.4,169.0,46.7,53.3,46.2,53.8
2015,CA,Southern Cal-Keck,8183.0,51.2,48.8,44.5,55.5,184.0,76.6,23.4,46.7,53.3
2015,CA,Stanford,7197.0,35.4,64.6,42.0,57.9,90.0,34.4,65.6,56.7,43.3
2015,CA,UC Davis,7185.0,66.5,33.5,47.9,52.0,110.0,99.1,0.9,62.7,37.3
2015,CA,UC Irvine,6313.0,73.2,26.8,44.4,55.6,104.0,94.2,5.8,51.0,49.0
2015,CA,UC Riverside,5662.0,76.5,23.5,47.2,52.8,50.0,100.0,0.0,54.0,46.0
2015,CA,UC San Diego,7456.0,58.9,41.1,44.4,55.5,125.0,75.2,24.8,46.4,53.6
2015,CA,UC San Francisco,7442.0,48.1,51.9,46.8,53.2,165.0,70.9,29.1,49.7,50.3
2015,CA,UCLA Drew,2170.0,61.8,38.2,52.2,47.8,24.0,75.0,25.0,50.0,50.0
2015,CA,UCLA-Geffen,8554.0,59.3,40.7,46.2,53.7,151.0,83.4,16.6,54.3,45.7
2015,CO,Colorado,7114.0,9.7,90.3,42.6,57.3,180.0,66.1,33.9,45.0,55.0
2015,CT,Connecticut,2720.0,18.8,81.3,47.5,52.5,99.0,86.9,13.1,55.6,44.4
2015,CT,Quinnipiac-Netter,7462.0,5.0,95.0,46.9,53.0,91.0,15.4,84.6,31.9,68.1
2015,CT,Yale,5213.0,4.2,95.8,44.7,55.3,104.0,5.8,94.2,46.2,53.8
2015,DC,George Washington,15653.0,0.4,99.6,49.2,50.8,179.0,5.0,95.0,55.3,44.7
2015,DC,Georgetown,12697.0,0.4,99.6,47.0,53.0,196.0,2.0,98.0,53.1,46.9
2015,DC,Howard,9168.0,0.5,99.5,54.3,45.7,117.0,2.6,97.4,50.4,49.6
2015,FL,FIU-Wertheim,4566.0,49.9,50.1,47.2,52.8,123.0,78.9,21.1,51.2,48.8
2015,FL,Florida,4401.0,54.4,45.6,45.4,54.6,135.0,84.4,15.6,53.3,46.7
2015,FL,Florida Atlantic-Schmidt,4373.0,52.3,47.7,46.4,53.6,64.0,76.6,23.4,40.6,59.4
2015,FL,Florida State,6240.0,42.1,57.9,49.0,51.0,120.0,98.3,1.7,47.5,52.5
2015,FL,Miami-Miller,8192.0,26.3,73.7,42.9,57.1,197.0,50.3,49.7,38.1,61.9
2015,FL,UCF,4875.0,49.2,50.8,45.2,54.8,121.0,73.6,26.4,52.9,47.1
2015,FL,USF-Morsani,5235.0,48.4,51.6,46.0,54.0,177.0,61.6,38.4,39.5,60.5
2015,GA,Emory,8110.0,10.3,89.7,48.6,51.4,135.0,33.3,66.7,60.7,39.3
2015,GA,MC Georgia Augusta,3045.0,43.2,56.8,49.6,50.4,230.0,94.3,5.7,52.2,47.8
2015,GA,Mercer,1207.0,99.7,0.3,49.9,50.0,108.0,100.0,0.0,44.4,55.6
2015,GA,Morehouse,5969.0,13.4,86.6,55.1,44.9,84.0,82.1,17.9,60.7,39.3
2015,HI,Hawaii-Burns,2230.0,11.2,88.8,44.3,55.7,68.0,83.8,16.2,55.9,44.1
2015,IA,Iowa-Carver,3474.0,10.2,89.8,41.8,58.1,152.0,67.8,32.2,50.0,50.0
2015,IL,Chicago Med Franklin,10935.0,13.6,86.4,47.6,52.4,190.0,37.4,62.6,52.1,47.9
2015,IL,Chicago-Pritzker,5082.0,14.0,86.0,43.9,56.0,88.0,23.9,76.1,55.7,44.3
2015,IL,Illinois,8166.0,24.1,75.9,47.0,52.9,315.0,78.1,21.9,44.1,55.9
2015,IL,Loyola-Stritch,9864.0,16.8,83.2,46.9,53.1,159.0,31.4,68.6,47.2,52.8
2015,IL,Northwestern-Feinberg,6955.0,13.2,86.8,44.0,55.9,164.0,17.1,82.9,40.9,59.1
2015,IL,Rush,10628.0,15.6,84.4,46.7,53.3,128.0,43.0,57.0,53.1,46.9
2015,IL,Southern Illinois,1317.0,95.7,4.3,46.6,53.4,72.0,100.0,0.0,38.9,61.1
2015,IN,Indiana,6146.0,11.9,88.1,41.4,58.5,355.0,73.8,26.2,41.7,58.0
2015,KS,Kansas,3554.0,15.4,84.6,42.8,57.2,211.0,90.0,10.0,45.5,54.5
2015,KY,Kentucky,2939.0,16.0,84.0,40.9,59.1,137.0,70.1,29.9,43.1,56.9
2015,KY,Louisville,3687.0,12.5,87.5,41.7,58.3,154.0,74.7,25.3,42.2,57.8
2015,LA,LSU New Orleans,2957.0,26.6,73.4,47.8,52.1,194.0,92.3,7.7,48.5,51.0
2015,LA,LSU Shreveport,1241.0,54.3,45.7,48.3,51.6,124.0,99.2,0.8,52.4,47.6
2015,LA,Tulane,9881.0,4.4,95.6,46.9,53.1,181.0,11.6,88.4,43.1,56.9
2015,MA,Boston,10822.0,8.5,91.5,47.5,52.5,180.0,23.3,76.7,47.8,52.2
2015,MA,Harvard,7015.0,8.3,91.7,43.0,57.0,165.0,13.3,86.7,50.3,49.7
2015,MA,Massachusetts,1266.0,81.8,18.2,49.0,51.0,125.0,95.2,4.8,60.0,40.0
2015,MA,Tufts,10921.0,9.1,90.9,48.0,52.0,201.0,23.9,76.1,54.2,45.8
2015,MD,Johns Hopkins,6090.0,7.3,92.7,42.9,57.1,120.0,9.2,90.8,47.5,52.5
2015,MD,Maryland,5259.0,20.1,79.9,46.9,53.1,159.0,73.0,27.0,59.1,40.9
2015,MD,Uniformed Services-Hebert,2997.0,8.2,91.8,35.0,65.0,170.0,10.6,89.4,37.6,62.4
2015,MI,Central Michigan,4517.0,28.5,71.5,47.9,52.0,104.0,76.9,23.1,47.1,52.9
2015,MI,Michigan,5706.0,21.0,79.0,42.9,57.1,170.0,55.9,44.1,55.9,44.1
2015,MI,Michigan State,6858.0,24.6,75.4,45.5,54.5,189.0,79.9,20.1,48.7,51.3
2015,MI,Oakland Beaumont,6067.0,24.1,75.9,44.5,55.5,125.0,28.8,71.2,36.0,64.0
2015,MI,Wayne State,4701.0,35.1,64.9,43.9,56.1,290.0,75.2,24.8,40.0,60.0
2015,MI,Western Michigan-Stryker,3993.0,30.2,69.8,43.2,56.7,60.0,38.3,61.7,48.3,51.7
2015,MN,Mayo,4622.0,8.4,91.6,41.5,58.4,53.0,20.8,79.2,54.7,45.3
2015,MN,Minnesota,4760.0,17.8,82.2,44.5,55.5,230.0,83.9,16.1,56.5,43.5
2015,MO,Missouri Columbia,1977.0,27.9,72.1,43.8,56.1,104.0,76.0,24.0,49.0,51.0
2015,MO,Missouri Kansas City,1902.0,12.1,87.9,41.5,58.5,106.0,58.5,41.5,51.9,48.1
2015,MO,Saint Louis,8518.0,5.5,94.5,42.4,57.6,181.0,16.0,84.0,47.5,52.5
2015,MO,Washington U St Louis,4186.0,4.8,95.2,42.7,57.3,123.0,8.1,91.9,49.6,50.4
2015,MS,Mississippi,397.0,99.7,0.3,47.6,52.4,145.0,100.0,0.0,41.4,58.6
2015,NC,Duke,7013.0,6.3,93.7,43.8,56.2,115.0,10.4,89.6,47.8,52.2
2015,NC,East Carolina-Brody,982.0,100.0,0.0,47.7,52.3,80.0,100.0,0.0,48.8,51.3
2015,NC,North Carolina,6198.0,16.5,83.5,47.9,52.1,181.0,83.4,16.6,52.5,47.5
2015,NC,Wake Forest,8602.0,9.7,90.3,45.4,54.6,120.0,28.3,71.7,49.2,50.8
2015,ND,North Dakota,1435.0,8.3,91.7,42.2,57.7,78.0,64.1,35.9,48.7,51.3
2015,NE,Creighton,7103.0,2.5,97.5,40.8,59.2,157.0,6.4,93.6,47.8,52.2
2015,NE,Nebraska,1828.0,17.1,82.9,39.8,60.2,127.0,84.3,15.7,38.6,61.4
2015,NH,Dartmouth-Geisel,6890.0,1.1,98.9,45.1,54.9,92.0,3.3,96.7,59.8,40.2
2015,NJ,Cooper Rowan,5842.0,21.0,79.0,49.3,50.7,79.0,74.7,25.3,55.7,44.3
2015,NJ,Rutgers New Jersey,4017.0,38.2,61.8,49.2,50.8,178.0,97.8,2.2,42.7,57.3
2015,NJ,Rutgers-RW Johnson,4027.0,37.1,62.9,49.5,50.5,190.0,90.0,10.0,55.3,44.7
2015,NM,New Mexico,1468.0,19.8,80.2,44.9,55.1,103.0,94.2,5.8,54.4,45.6
2015,NV,Nevada Reno,1555.0,16.1,83.9,39.5,60.5,70.0,85.7,14.3,47.1,52.9
2015,NY,Albany,9944.0,19.8,80.2,45.6,54.4,137.0,39.4,60.6,39.4,60.6
2015,NY,Buffalo-Jacobs,4362.0,50.0,50.0,45.7,54.3,144.0,88.2,11.8,48.6,51.4
2015,NY,Columbia-Vagelos,7802.0,16.4,83.6,45.6,54.4,159.0,28.3,71.7,49.7,50.3
2015,NY,Cornell-Weill,6183.0,20.3,79.7,46.2,53.8,106.0,20.8,79.2,46.2,53.8
2015,NY,Einstein,8156.0,21.3,78.7,45.7,54.3,183.0,42.1,57.9,47.5,52.5
2015,NY,Zucker Hofstra Northwell,6160.0,31.9,68.1,48.8,51.2,99.0,50.5,49.5,52.5,47.5
2015,NY,Mount Sinai-Icahn,5799.0,23.7,76.3,47.3,52.7,140.0,32.1,67.9,52.1,47.9
2015,NY,New York Medical,13064.0,17.2,82.8,47.5,52.5,202.0,42.6,57.4,46.0,54.0
2015,NY,NYU-Grossman,7807.0,18.6,81.4,45.5,54.5,132.0,28.8,71.2,55.3,43.9
2015,NY,Rochester,5741.0,24.2,75.8,45.6,54.4,104.0,32.7,67.3,48.1,51.9
2015,NY,SUNY Downstate,5316.0,48.3,51.7,48.6,51.3,189.0,78.8,21.2,44.4,55.6
2015,NY,SUNY Upstate,4344.0,50.7,49.3,48.1,51.8,159.0,93.7,6.3,39.0,61.0
2015,NY,Renaissance Stony Brook,5255.0,47.1,52.9,47.5,52.4,132.0,69.7,30.3,48.5,51.5
2015,OH,Case Western Reserve,5475.0,12.8,87.2,42.8,57.1,216.0,14.4,85.6,50.9,49.1
2015,OH,Cincinnati,4985.0,24.7,75.3,42.4,57.6,174.0,59.8,40.2,50.6,49.4
2015,OH,Northeast Ohio,2478.0,41.4,58.6,47.6,52.4,147.0,92.5,7.5,52.4,47.6
2015,OH,Ohio State,5726.0,20.1,79.9,41.1,58.9,191.0,49.7,50.3,53.4,46.6
2015,OH,Toledo,4216.0,27.4,72.6,41.4,58.6,177.0,74.6,25.4,42.9,57.1
2015,OH,Wright State-Boonshoft,3737.0,30.3,69.7,46.0,54.0,111.0,71.2,28.8,51.4,48.6
2015,OK,Oklahoma,2034.0,19.8,80.2,43.0,57.0,161.0,88.8,11.2,41.6,58.4
2015,OR,Oregon,5998.0,7.7,92.3,46.0,54.0,146.0,71.2,28.8,54.8,45.2
2015,PA,Geisinger Commonwealth,7285.0,13.8,86.2,48.6,51.3,105.0,77.1,22.9,48.6,51.4
2015,PA,Drexel,15281.0,8.5,91.5,47.2,52.7,262.0,37.8,62.2,49.6,50.4
2015,PA,Jefferson-Kimmel,10540.0,11.5,88.5,46.4,53.6,267.0,28.8,71.2,50.2,49.8
2015,PA,Penn State,9354.0,13.1,86.9,45.9,54.1,149.0,42.3,57.7,55.7,44.3
