cycle_year,state,school,applications,in state applicants,out of state applicants,women applicants,men applicants,matriculants,in state matriculants,out of state matriculants,women matriculants,men matriculants
2013,TN,Vanderbilt,373.0,4.0,96.0,34.3,65.7,11.0,9.1,90.9,45.5,54.5
2013,TX,Baylor,356.0,18.8,81.2,36.0,64.0,0.0,0.0,0.0,0.0,0.0
2013,TX,Texas A & M,103.0,58.3,41.7,35.0,65.0,4.0,75.0,25.0,0.0,100.0
2013,TX,Texas Tech,71.0,69.0,31.0,32.4,67.6,3.0,33.3,66.7,100.0,0.0
2013,TX,Texas Tech-Foster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,TX,UT San Antonio-Long,163.0,54.6,45.4,40.5,59.5,6.0,50.0,50.0,16.7,83.3
2013,TX,UT Houston-McGovern,205.0,44.9,55.1,35.1,64.9,7.0,28.6,71.4,42.9,57.1
2013,TX,UT Medical Branch,178.0,49.4,50.6,38.2,61.8,6.0,66.7,33.3,50.0,50.0
2013,TX,UT Southwestern,310.0,31.3,68.7,35.2,64.8,7.0,0.0,100.0,14.3,85.7
2013,UT,Utah,104.0,16.3,83.7,33.7,66.3,2.0,50.0,50.0,50.0,50.0
2013,VA,Eastern Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,VA,Virginia,257.0,12.1,87.9,37.7,62.3,6.0,0.0,100.0,33.3,66.7
2013,VA,Virginia Commonwealth,141.0,20.6,79.4,30.5,69.5,9.0,11.1,88.9,33.3,66.7
2013,VA,Virginia Tech Carilion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,VT,Vermont-Larner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,WA,U Washington,529.0,7.4,92.6,35.3,64.7,9.0,11.1,88.9,55.6,44.4
2013,WI,MC Wisconsin,150.0,10.7,89.3,30.0,70.0,6.0,16.7,83.3,33.3,66.7
2013,WI,Wisconsin,288.0,6.3,93.8,36.5,63.5,10.0,30.0,70.0,30.0,70.0
2013,WV,Marshall-Edwards,17.0,11.8,88.2,35.3,64.7,2.0,50.0,50.0,50.0,50.0
2013,WV,West Virginia,68.0,5.9,94.1,45.6,54.4,0.0,0.0,0.0,0.0,0.0
2014,AL,Alabama,254.0,3.9,96.1,32.3,67.7,7.0,42.9,57.1,42.9,57.1
2014,AL,South Alabama,12.0,25.0,75.0,33.3,66.7,0.0,0.0,0.0,0.0,0.0
2014,AR,Arkansas,39.0,33.3,66.7,46.2,53.8,3.0,100.0,0.0,66.7,33.3
2014,AZ,Arizona,84.0,16.7,83.3,36.9,63.1,0.0,0.0,0.0,0.0,0.0
2014,AZ,Arizona Phoenix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,CA,Loma Linda,65.0,35.4,64.6,32.3,67.7,4.0,75.0,25.0,25.0,75.0
2014,CA,Southern Cal-Keck,254.0,44.1,55.9,39.0,61.0,1.0,100.0,0.0,0.0,100.0
2014,CA,Stanford,650.0,20.6,79.4,32.3,67.7,15.0,33.3,66.7,33.3,66.7
2014,CA,UC Davis,175.0,52.0,48.0,37.1,62.9,3.0,100.0,0.0,66.7,33.3
2014,CA,UC Irvine,258.0,50.0,50.0,34.5,65.5,5.0,40.0,60.0,40.0,60.0
2014,CA,UC Riverside,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,CA,UC San Diego,443.0,31.2,68.8,36.6,63.4,11.0,45.5,54.5,45.5,54.5
2014,CA,UC San Francisco,528.0,25.9,74.1,35.0,65.0,10.0,30.0,70.0,20.0,80.0
2014,CA,UCLA-Geffen,460.0,34.6,65.4,35.2,64.8,11.0,63.6,36.4,54.5,45.5
2014,CO,Colorado,349.0,7.4,92.6,35.8,64.2,9.0,0.0,100.0,44.4,55.6
2014,CT,Connecticut,104.0,12.5,87.5,50.0,50.0,5.0,20.0,80.0,60.0,40.0
2014,CT,Quinnipiac-Netter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,CT,Yale,521.0,2.3,97.7,35.5,64.5,17.0,0.0,100.0,41.2,58.8
2014,DC,George Washington,101.0,0.0,100.0,38.6,61.4,0.0,0.0,0.0,0.0,0.0
2014,DC,Georgetown,258.0,0.0,100.0,35.7,64.3,3.0,0.0,100.0,0.0,100.0
2014,DC,Howard,83.0,1.2,98.8,55.4,44.6,0.0,0.0,0.0,0.0,0.0
2014,FL,FIU-Wertheim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,FL,Florida,113.0,32.7,67.3,43.4,56.6,6.0,66.7,33.3,50.0,50.0
2014,FL,Florida Atlantic-Schmidt,41.0,36.6,63.4,36.6,63.4,0.0,0.0,0.0,0.0,0.0
2014,FL,Florida State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,FL,Miami-Miller,143.0,23.8,76.2,46.2,53.8,6.0,33.3,66.7,33.3,66.7
2014,FL,UCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,FL,USF-Morsani,38.0,36.8,63.2,31.6,68.4,0.0,0.0,0.0,0.0,0.0
2014,GA,Emory,486.0,7.2,92.8,38.7,61.3,12.0,0.0,100.0,25.0,75.0
2014,GA,MC Georgia Augusta,64.0,48.4,51.6,45.3,54.7,5.0,60.0,40.0,40.0,60.0
2014,GA,Mercer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,GA,Morehouse,43.0,25.6,74.4,55.8,44.2,0.0,0.0,0.0,0.0,0.0
2014,HI,Hawaii-Burns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,IA,Iowa-Carver,197.0,8.1,91.9,31.5,68.5,8.0,12.5,87.5,62.5,37.5
2014,IL,Chicago Med Franklin,102.0,14.7,85.3,41.2,58.8,0.0,0.0,0.0,0.0,0.0
2014,IL,Chicago-Pritzker,492.0,7.7,92.3,35.4,64.6,9.0,11.1,88.9,44.4,55.6
2014,IL,Illinois,408.0,13.5,86.5,40.2,59.8,15.0,13.3,86.7,53.3,46.7
2014,IL,Loyola-Stritch,129.0,20.2,79.8,40.3,59.7,0.0,0.0,0.0,0.0,0.0
2014,IL,Northwestern-Feinberg,514.0,8.0,92.0,34.2,65.8,13.0,23.1,76.9,61.5,38.5
2014,IL,Rush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,IL,Southern Illinois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,IN,Indiana,200.0,14.5,85.5,37.5,62.5,7.0,14.3,85.7,57.1,42.9
2014,KS,Kansas,72.0,11.1,88.9,36.1,63.9,2.0,50.0,50.0,50.0,50.0
2014,KY,Kentucky,63.0,14.3,85.7,34.9,65.1,3.0,33.3,66.7,33.3,66.7
2014,KY,Louisville,44.0,22.7,77.3,31.8,68.2,2.0,0.0,100.0,50.0,50.0
2014,LA,LSU New Orleans,51.0,23.5,76.5,33.3,66.7,4.0,75.0,25.0,50.0,50.0
2014,LA,LSU Shreveport,26.0,26.9,73.1,46.2,53.8,0.0,0.0,0.0,0.0,0.0
2014,LA,Tulane,100.0,5.0,95.0,37.0,63.0,2.0,0.0,100.0,100.0,0.0
2014,MA,Boston,375.0,9.3,90.7,39.5,60.5,6.0,0.0,100.0,0.0,100.0
2014,MA,Harvard,674.0,7.3,92.7,33.5,66.5,13.0,7.7,92.3,30.8,69.2
2014,MA,Massachusetts,190.0,19.5,80.5,45.8,54.2,9.0,44.4,55.6,44.4,55.6
2014,MA,Tufts,341.0,10.0,90.0,38.7,61.3,5.0,60.0,40.0,20.0,80.0
2014,MD,Johns Hopkins,599.0,8.3,91.7,34.6,65.4,9.0,22.2,77.8,33.3,66.7
2014,MD,Maryland,292.0,17.5,82.5,40.4,59.6,12.0,50.0,50.0,41.7,58.3
2014,MD,Uniformed Services-Hebert,46.0,8.7,91.3,30.4,69.6,2.0,0.0,100.0,0.0,100.0
2014,MI,Central Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,MI,Michigan,360.0,8.1,91.9,33.9,66.1,10.0,10.0,90.0,60.0,40.0
2014,MI,Michigan State,69.0,23.2,76.8,33.3,66.7,2.0,100.0,0.0,50.0,50.0
2014,MI,Oakland Beaumont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,MI,Wayne State,61.0,41.0,59.0,31.1,68.9,4.0,100.0,0.0,0.0,100.0
2014,MI,Western Michigan-Stryker,20.0,25.0,75.0,30.0,70.0,0.0,0.0,0.0,0.0,0.0
2014,MN,Mayo,227.0,7.5,92.5,33.9,66.1,6.0,0.0,100.0,33.3,66.7
2014,MN,Minnesota,263.0,9.1,90.9,36.9,63.1,9.0,11.1,88.9,44.4,55.6
2014,MO,Missouri Columbia,43.0,30.2,69.8,27.9,72.1,1.0,100.0,0.0,100.0,0.0
2014,MO,Missouri Kansas City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,MO,Saint Louis,116.0,8.6,91.4,42.2,57.8,4.0,50.0,50.0,0.0,100.0
2014,MO,Washington U St Louis,553.0,3.1,96.9,35.3,64.7,23.0,8.7,91.3,39.1,60.9
2014,MS,Mississippi,10.0,100.0,0.0,50.0,50.0,2.0,100.0,0.0,50.0,50.0
2014,NC,Duke,521.0,5.2,94.8,34.5,65.5,8.0,12.5,87.5,50.0,50.0
2014,NC,East Carolina-Brody,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NC,North Carolina,341.0,7.9,92.1,37.8,62.2,9.0,22.2,77.8,33.3,66.7
2014,NC,Wake Forest,128.0,7.8,92.2,32.8,67.2,2.0,50.0,50.0,0.0,100.0
2014,ND,North Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NE,Creighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NE,Nebraska,70.0,15.7,84.3,42.9,57.1,3.0,33.3,66.7,0.0,100.0
2014,NH,Dartmouth-Geisel,303.0,1.0,99.0,36.0,64.0,2.0,0.0,100.0,50.0,50.0
2014,NJ,Cooper Rowan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NJ,Rutgers New Jersey,93.0,33.3,66.7,41.9,58.1,4.0,100.0,0.0,25.0,75.0
2014,NJ,Rutgers-RW Johnson,171.0,28.1,71.9,38.6,61.4,5.0,100.0,0.0,40.0,60.0
2014,NM,New Mexico,19.0,31.6,68.4,21.1,78.9,2.0,50.0,50.0,50.0,50.0
2014,NV,Nevada Reno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NY,Albany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NY,Buffalo-Jacobs,107.0,46.7,53.3,35.5,64.5,4.0,75.0,25.0,25.0,75.0
2014,NY,Columbia-Vagelos,604.0,13.2,86.8,35.1,64.9,13.0,15.4,84.6,38.5,61.5
2014,NY,Cornell-Weill,576.0,14.9,85.1,35.8,64.2,18.0,33.3,66.7,44.4,55.6
2014,NY,Zucker Hofstra Northwell,87.0,40.2,59.8,32.2,67.8,4.0,75.0,25.0,25.0,75.0
2014,NY,Mount Sinai-Icahn,408.0,20.1,79.9,38.0,62.0,8.0,37.5,62.5,25.0,75.0
2014,NY,New York Medical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NY,NYU-Grossman,435.0,17.7,82.3,36.6,63.4,11.0,27.3,72.7,45.5,54.5
2014,NY,Rochester,259.0,23.2,76.8,36.7,63.3,7.0,14.3,85.7,28.6,71.4
2014,NY,SUNY Downstate,103.0,53.4,46.6,39.8,60.2,0.0,0.0,0.0,0.0,0.0
2014,NY,SUNY Upstate,107.0,44.9,55.1,33.6,66.4,7.0,85.7,14.3,14.3,85.7
2014,NY,Renaissance Stony Brook,261.0,31.8,68.2,33.7,66.3,6.0,33.3,66.7,33.3,66.7
2014,NY,Einstein,453.0,19.0,81.0,36.9,63.1,12.0,25.0,75.0,25.0,75.0
2014,OH,Case Western Reserve,375.0,7.5,92.5,35.7,64.3,14.0,14.3,85.7,35.7,64.3
2014,OH,Cincinnati,182.0,17.0,83.0,40.1,59.9,9.0,33.3,66.7,44.4,55.6
2014,OH,Northeast Ohio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,OH,Ohio State,187.0,19.3,80.7,29.9,70.1,0.0,0.0,0.0,0.0,0.0
2014,OH,Toledo,39.0,43.6,56.4,48.7,51.3,3.0,100.0,0.0,100.0,0.0
2014,OH,Wright State-Boonshoft,25.0,40.0,60.0,52.0,48.0,0.0,0.0,0.0,0.0,0.0
2014,OK,Oklahoma,37.0,18.9,81.1,37.8,62.2,1.0,100.0,0.0,100.0,0.0
2014,OR,Oregon,210.0,5.7,94.3,36.2,63.8,4.0,0.0,100.0,50.0,50.0
2014,PA,Geisinger Commonwealth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,PA,Drexel,185.0,11.4,88.6,42.7,57.3,3.0,0.0,100.0,33.3,66.7
2014,PA,Jefferson-Kimmel,161.0,14.3,85.7,36.0,64.0,4.0,25.0,75.0,50.0,50.0
2014,PA,Penn State,200.0,13.0,87.0,40.0,60.0,12.0,25.0,75.0,58.3,41.7
2014,PA,Pennsylvania-Perelman,598.0,4.7,95.3,36.5,63.5,23.0,4.3,95.7,43.5,56.5
2014,PA,Pittsburgh,409.0,7.1,92.9,37.7,62.3,4.0,0.0,100.0,75.0,25.0
2014,PA,Temple-Katz,148.0,16.9,83.1,45.9,54.1,3.0,100.0,0.0,66.7,33.3
2014,PR,Caribe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,PR,Ponce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,PR,Puerto Rico,15.0,46.7,53.3,46.7,53.3,0.0,0.0,0.0,0.0,0.0
2014,PR,San Juan Bautista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,RI,Brown-Alpert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,SC,MU South Carolina,168.0,3.6,96.4,39.9,60.1,5.0,0.0,100.0,40.0,60.0
2014,SC,South Carolina Columbia,36.0,5.6,94.4,27.8,72.2,0.0,0.0,0.0,0.0,0.0
2014,SC,South Carolina Greenville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,SD,South Dakota-Sanford,17.0,11.8,88.2,29.4,70.6,2.0,0.0,100.0,50.0,50.0
2014,TN,East Tennessee-Quillen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,TN,Meharry,67.0,3.0,97.0,46.3,53.7,0.0,0.0,0.0,0.0,0.0
2014,TN,Tennessee,20.0,30.0,70.0,30.0,70.0,0.0,0.0,0.0,0.0,0.0
2014,TN,Vanderbilt,453.0,2.6,97.4,39.3,60.7,14.0,7.1,92.9,28.6,71.4
2014,TX,Baylor,349.0,14.9,85.1,38.4,61.6,14.0,35.7,64.3,35.7,64.3
2014,TX,Texas A & M,92.0,46.7,53.3,35.9,64.1,4.0,75.0,25.0,25.0,75.0
2014,TX,Texas Tech,46.0,65.2,34.8,34.8,65.2,2.0,100.0,0.0,0.0,100.0
2014,TX,Texas Tech-Foster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,TX,UT San Antonio-Long,169.0,39.6,60.4,42.0,58.0,5.0,20.0,80.0,20.0,80.0
2014,TX,UT Houston-McGovern,172.0,38.4,61.6,39.5,60.5,5.0,60.0,40.0,40.0,60.0
2014,TX,UT Medical Branch,104.0,52.9,47.1,40.4,59.6,3.0,66.7,33.3,33.3,66.7
2014,TX,UT Southwestern,284.0,25.7,74.3,34.9,65.1,9.0,22.2,77.8,11.1,88.9
2014,UT,Utah,97.0,15.5,84.5,28.9,71.1,4.0,25.0,75.0,0.0,100.0
2014,VA,Eastern Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,VA,Virginia,249.0,14.1,85.9,39.0,61.0,8.0,12.5,87.5,50.0,50.0
2014,VA,Virginia Commonwealth,112.0,26.8,73.2,42.9,57.1,7.0,0.0,100.0,28.6,71.4
2014,VA,Virginia Tech Carilion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,VT,Vermont-Larner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,WA,U Washington,480.0,4.6,95.4,36.5,63.5,9.0,11.1,88.9,33.3,66.7
2014,WI,MC Wisconsin,154.0,12.3,87.7,36.4,63.6,4.0,0.0,100.0,50.0,50.0
2014,WI,Wisconsin,337.0,6.2,93.8,35.9,64.1,6.0,16.7,83.3,33.3,66.7
2014,WV,Marshall-Edwards,14.0,21.4,78.6,35.7,64.3,2.0,0.0,100.0,0.0,100.0
2014,WV,West Virginia,48.0,10.4,89.6,50.0,50.0,3.0,0.0,100.0,66.7,33.3
2015,AL,Alabama,203.0,5.9,94.1,33.0,67.0,8.0,25.0,75.0,25.0,75.0
2015,AL,South Alabama,18.0,22.2,77.8,50.0,50.0,0.0,0.0,0.0,0.0,0.0
2015,AR,Arkansas,21.0,38.1,61.9,33.3,66.7,1.0,100.0,0.0,0.0,100.0
2015,AZ,Arizona,112.0,15.2,84.8,35.7,64.3,0.0,0.0,0.0,0.0,0.0
2015,AZ,Arizona Phoenix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,CA,California Northstate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,CA,Loma Linda,58.0,43.1,56.9,32.8,65.5,3.0,33.3,66.7,33.3,66.7
2015,CA,Southern Cal-Keck,292.0,40.4,59.6,34.2,65.4,1.0,100.0,0.0,0.0,100.0
2015,CA,Stanford,668.0,24.0,76.0,31.1,68.7,10.0,30.0,70.0,50.0,50.0
2015,CA,UC Davis,182.0,47.3,52.7,38.5,61.5,1.0,100.0,0.0,100.0,0.0
2015,CA,UC Irvine,308.0,42.9,57.1,29.9,70.1,5.0,80.0,20.0,20.0,80.0
2015,CA,UC Riverside,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,CA,UC San Diego,487.0,31.2,68.8,34.7,65.1,12.0,33.3,66.7,50.0,50.0
2015,CA,UC San Francisco,583.0,26.4,73.6,32.8,67.1,13.0,15.4,84.6,46.2,53.8
2015,CA,UCLA-Geffen,508.0,32.5,67.5,32.3,67.5,17.0,70.6,29.4,23.5,76.5
2015,CO,Colorado,392.0,8.2,91.8,41.3,58.7,11.0,27.3,72.7,54.5,45.5
2015,CT,Connecticut,130.0,11.5,88.5,40.0,60.0,7.0,42.9,57.1,57.1,42.9
2015,CT,Quinnipiac-Netter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,CT,Yale,500.0,4.0,96.0,34.4,65.6,15.0,0.0,100.0,40.0,60.0
2015,DC,George Washington,99.0,1.0,99.0,41.4,58.6,0.0,0.0,0.0,0.0,0.0
2015,DC,Georgetown,292.0,0.3,99.7,38.4,61.6,5.0,0.0,100.0,40.0,60.0
2015,DC,Howard,80.0,1.3,98.8,56.3,43.8,0.0,0.0,0.0,0.0,0.0
2015,FL,FIU-Wertheim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,FL,Florida,154.0,30.5,69.5,33.8,66.2,7.0,42.9,57.1,42.9,57.1
2015,FL,Florida Atlantic-Schmidt,59.0,49.2,50.8,50.8,49.2,0.0,0.0,0.0,0.0,0.0
2015,FL,Florida State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,FL,Miami-Miller,167.0,21.6,78.4,35.9,64.1,6.0,50.0,50.0,33.3,66.7
2015,FL,UCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,FL,USF-Morsani,57.0,42.1,57.9,42.1,57.9,0.0,0.0,0.0,0.0,0.0
2015,GA,Emory,497.0,5.4,94.6,38.8,61.2,13.0,15.4,84.6,30.8,69.2
2015,GA,MC Georgia Augusta,74.0,29.7,70.3,40.5,59.5,1.0,100.0,0.0,0.0,100.0
2015,GA,Mercer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,GA,Morehouse,48.0,16.7,83.3,70.8,29.2,0.0,0.0,0.0,0.0,0.0
2015,HI,Hawaii-Burns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,IA,Iowa-Carver,190.0,5.8,94.2,34.2,65.8,6.0,16.7,83.3,50.0,50.0
2015,IL,Chicago Med Franklin,104.0,10.6,89.4,36.5,63.5,0.0,0.0,0.0,0.0,0.0
2015,IL,Chicago-Pritzker,485.0,9.7,90.3,31.5,68.0,8.0,37.5,62.5,62.5,37.5
2015,IL,Illinois,395.0,17.0,83.0,37.0,63.0,14.0,35.7,64.3,42.9,57.1
2015,IL,Loyola-Stritch,141.0,22.0,78.0,44.7,55.3,0.0,0.0,0.0,0.0,0.0
2015,IL,Northwestern-Feinberg,504.0,10.1,89.9,34.3,65.5,12.0,16.7,83.3,50.0,50.0
2015,IL,Rush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,IL,Southern Illinois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,IN,Indiana,220.0,9.5,90.5,33.2,66.8,7.0,14.3,85.7,14.3,85.7
2015,KS,Kansas,81.0,13.6,86.4,32.1,67.9,2.0,50.0,50.0,0.0,100.0
2015,KY,Kentucky,84.0,11.9,88.1,34.5,65.5,5.0,40.0,60.0,20.0,80.0
2015,KY,Louisville,69.0,13.0,87.0,26.1,73.9,1.0,0.0,100.0,100.0,0.0
2015,LA,LSU New Orleans,67.0,17.9,82.1,41.8,58.2,4.0,50.0,50.0,0.0,100.0
2015,LA,LSU Shreveport,16.0,31.3,68.8,50.0,50.0,0.0,0.0,0.0,0.0,0.0
2015,LA,Tulane,110.0,8.2,91.8,40.0,60.0,2.0,0.0,100.0,0.0,100.0
2015,MA,Boston,414.0,9.7,90.3,36.7,63.0,5.0,0.0,100.0,40.0,60.0
2015,MA,Harvard,653.0,7.4,92.6,32.8,67.2,14.0,28.6,71.4,50.0,50.0
2015,MA,Massachusetts,273.0,18.7,81.3,43.6,56.4,12.0,50.0,50.0,50.0,50.0
2015,MA,Tufts,363.0,12.1,87.9,38.6,61.4,5.0,0.0,100.0,0.0,100.0
2015,MD,Johns Hopkins,609.0,6.4,93.6,33.0,66.8,10.0,0.0,100.0,30.0,70.0
2015,MD,Maryland,275.0,14.9,85.1,40.4,59.6,8.0,62.5,37.5,50.0,50.0
2015,MD,Uniformed Services-Hebert,37.0,5.4,94.6,43.2,56.8,0.0,0.0,0.0,0.0,0.0
2015,MI,Central Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,MI,Michigan,404.0,8.9,91.1,35.4,64.6,9.0,44.4,55.6,66.7,33.3
2015,MI,Michigan State,87.0,21.8,78.2,37.9,62.1,0.0,0.0,0.0,0.0,0.0
2015,MI,Oakland Beaumont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,MI,Wayne State,71.0,39.4,60.6,32.4,67.6,5.0,60.0,40.0,20.0,80.0
2015,MI,Western Michigan-Stryker,30.0,20.0,80.0,30.0,70.0,0.0,0.0,0.0,0.0,0.0
2015,MN,Mayo,276.0,4.3,95.7,35.1,64.9,6.0,16.7,83.3,50.0,50.0
2015,MN,Minnesota,259.0,6.6,93.4,37.5,62.5,10.0,20.0,80.0,50.0,50.0
2015,MO,Missouri Columbia,32.0,25.0,75.0,37.5,62.5,1.0,100.0,0.0,100.0,0.0
2015,MO,Missouri Kansas City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,MO,Saint Louis,130.0,5.4,94.6,37.7,62.3,1.0,0.0,100.0,100.0,0.0
2015,MO,Washington U St Louis,515.0,2.7,97.3,35.1,64.7,19.0,0.0,100.0,36.8,63.2
2015,MS,Mississippi,4.0,100.0,0.0,50.0,50.0,2.0,100.0,0.0,50.0,50.0
2015,NC,Duke,574.0,6.6,93.4,32.8,67.1,7.0,0.0,100.0,28.6,71.4
2015,NC,East Carolina-Brody,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NC,North Carolina,400.0,7.5,92.5,36.5,63.5,9.0,22.2,77.8,33.3,66.7
2015,NC,Wake Forest,167.0,15.6,84.4,41.3,58.7,2.0,50.0,50.0,50.0,50.0
2015,ND,North Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NE,Creighton,1.0,0.0,100.0,0.0,100.0,1.0,0.0,100.0,0.0,100.0
2015,NE,Nebraska,76.0,1.3,98.7,30.3,69.7,4.0,0.0,100.0,25.0,75.0
2015,NH,Dartmouth-Geisel,310.0,0.6,99.4,33.2,66.8,2.0,0.0,100.0,50.0,50.0
2015,NJ,Cooper Rowan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NJ,Rutgers New Jersey,106.0,25.5,74.5,42.5,57.5,2.0,100.0,0.0,0.0,100.0
2015,NJ,Rutgers-RW Johnson,156.0,24.4,75.6,37.2,62.8,4.0,75.0,25.0,75.0,25.0
2015,NM,New Mexico,19.0,26.3,73.7,47.4,52.6,0.0,0.0,0.0,0.0,0.0
2015,NV,Nevada Reno,21.0,23.8,76.2,42.9,57.1,1.0,100.0,0.0,0.0,100.0
2015,NY,Albany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NY,Buffalo-Jacobs,112.0,42.0,58.0,33.9,66.1,3.0,66.7,33.3,0.0,100.0
2015,NY,Columbia-Vagelos,650.0,12.9,87.1,35.8,64.2,12.0,16.7,83.3,50.0,50.0
2015,NY,Cornell-Weill,534.0,14.6,85.4,36.5,63.5,14.0,14.3,85.7,57.1,42.9
2015,NY,Einstein,425.0,17.6,82.4,40.2,59.8,12.0,25.0,75.0,33.3,66.7
2015,NY,Zucker Hofstra Northwell,93.0,45.2,54.8,44.1,55.9,4.0,25.0,75.0,50.0,50.0
2015,NY,Mount Sinai-Icahn,398.0,18.8,81.2,35.9,64.1,13.0,23.1,76.9,23.1,76.9
2015,NY,New York Medical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NY,NYU-Grossman,448.0,16.5,83.5,34.8,65.2,10.0,30.0,70.0,30.0,70.0
2015,NY,Rochester,252.0,22.6,77.4,37.3,62.7,7.0,28.6,71.4,28.6,71.4
2015,NY,SUNY Downstate,129.0,43.4,56.6,38.0,62.0,3.0,100.0,0.0,33.3,66.7
2015,NY,SUNY Upstate,116.0,35.3,64.7,42.2,57.8,3.0,33.3,66.7,33.3,66.7
2015,NY,Renaissance Stony Brook,255.0,27.1,72.9,34.9,65.1,6.0,33.3,66.7,33.3,66.7
2015,OH,Case Western Reserve,361.0,8.9,91.1,36.3,63.4,12.0,8.3,91.7,58.3,41.7
2015,OH,Cincinnati,176.0,21.0,79.0,41.5,58.5,6.0,66.7,33.3,16.7,83.3
2015,OH,Northeast Ohio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
